municipio,ccaa,provincia,ph_medio,dureza_media,parametros_ok,parametros_fuera_rango,n_muestras,n_potable,no_potabilidad
FARRERA,Cataluña,Lleida,8.0,,9,0,1,1,0.0
FRESNEDOSO,Castilla y León,Salamanca,7.2,,12,0,3,3,0.0
FRESNEÑA,Castilla y León,Burgos,7.8,,8,0,4,4,0.0
NARROS DE SALDUEÑA,Castilla y León,Avila,7.7,,13,0,4,4,0.0
VILLALCÁZAR DE SIRGA,Castilla y León,Palencia,7.8,,13,0,3,3,0.0
ALFOZ DE QUINTANADUEÑAS,Castilla y León,Burgos,8.0,,87,0,8,8,0.0
VILLALDEMIRO,Castilla y León,Burgos,8.4,,13,0,3,3,0.0
BARBADILLO DEL MERCADO,Castilla y León,Burgos,6.95,,48,0,4,4,0.0
ALFOZ DE BRICIA,Castilla y León,Burgos,7.9,,13,0,7,7,0.0
ARBECA,Cataluña,Lleida,8.15,,55,0,2,2,0.0
SAHÚN,Aragón,Huesca,8.2,,46,0,2,2,0.0
SAUQUILLO DE CABEZAS,Castilla y León,Segovia,8.066666666666666,203.0,74,0,7,7,0.0
NAVA (LA),Andalucía,Huelva,7.825,,44,0,4,4,0.0
NALDA,"Rioja, La",Rioja (La),8.18,,60,0,5,5,0.0
FORTANETE,Aragón,Teruel,8.05,,54,0,2,2,0.0
NARRILLOS DEL REBOLLAR,Castilla y León,Avila,7.6,,12,0,2,2,0.0
NARRILLOS DEL ÁLAMO,Castilla y León,Avila,8.2,,13,0,4,4,0.0
NARROS,Castilla y León,Soria,7.9,,13,0,5,5,0.0
FARIZA,Castilla y León,Zamora,7.585714285714286,,178,0,32,32,0.0
ARENAS,Andalucía,Málaga,8.16,,120,0,5,5,0.0
VELILLA DE LA SIERRA,Castilla y León,Soria,7.4,,10,0,1,1,0.0
FATARELLA (LA),Cataluña,Tarragona,8.0,,11,0,1,1,0.0
NAVALACRUZ,Castilla y León,Avila,7.1,,13,0,4,4,0.0
NAVARRÉS,Comunitat Valenciana,Valencia/València,7.686363636363636,275.0,215,0,24,24,0.0
FOMBELLIDA,Castilla y León,Valladolid,8.2,,12,0,3,3,0.0
FOLGUEROLES,Cataluña,Barcelona,7.5,259.0,610,0,330,330,0.0
FLORIDA DE LIÉBANA,Castilla y León,Salamanca,7.9,,43,0,7,7,0.0
FLORES DE ÁVILA,Castilla y León,Avila,8.0,,12,0,3,3,0.0
FISCAL,Aragón,Huesca,8.200000000000001,,27,0,3,3,0.0
NAVATALGORDO,Castilla y León,Avila,6.5,,13,0,4,4,0.0
FIGUEROLA DEL CAMP,Cataluña,Tarragona,7.733333333333333,,76,0,6,6,0.0
NAVÈS,Cataluña,Lleida,7.949999999999999,,54,0,2,2,0.0
FERNÁN-NÚÑEZ,Andalucía,Córdoba,7.444444444444445,,184,0,9,9,0.0
FONTIOSO,Castilla y León,Burgos,7.4,,10,0,3,3,0.0
NEGRILLA DE PALENCIA,Castilla y León,Salamanca,7.8,,12,0,3,3,0.0
FERMOSELLE,Castilla y León,Zamora,7.63,,157,0,13,13,0.0
NEILA,Castilla y León,Burgos,7.8,,17,0,6,6,0.0
FELIX,Andalucía,Almería,8.05,218.5,60,0,3,3,0.0
FIGARÓ-MONTMANY,Cataluña,Barcelona,8.05,241.5,29,0,3,3,0.0
NAVAL,Aragón,Huesca,7.8,,51,0,2,2,0.0
FRESNEDILLA,Castilla y León,Avila,7.6,,14,0,5,5,0.0
NAVAFRÍA,Castilla y León,Segovia,,,3,0,3,3,0.0
FRESNEDA DE LA SIERRA TIRÓN,Castilla y León,Burgos,6.95,,57,0,5,5,0.0
FRESNEDA DE LA SIERRA,Castilla - La Mancha,Cuenca,7.7,,10,0,1,1,0.0
FRESNEDA DE CUÉLLAR,Castilla y León,Segovia,8.1,,18,0,8,8,0.0
FRESNEDA DE ALTAREJOS,Castilla - La Mancha,Cuenca,7.6,,57,0,2,2,0.0
MUÑANA,Castilla y León,Avila,8.2,,62,0,7,7,0.0
FRANDOVÍNEZ,Castilla y León,Burgos,,,2,0,2,2,0.0
FREILA,Andalucía,Granada,7.616666666666667,341.5,144,0,6,6,0.0
FREGINALS,Cataluña,Tarragona,7.70566037735849,328.5,437,0,54,54,0.0
FREGENEDA (LA),Castilla y León,Salamanca,7.800000000000001,,22,0,4,4,0.0
MUÑOMER DEL PECO,Castilla y León,Avila,7.55,,22,0,4,4,0.0
MUÑOPEPE,Castilla y León,Avila,7.5,,13,0,4,4,0.0
MUÑOSANCHO,Castilla y León,Avila,8.3,,27,0,5,5,0.0
MUÑOTELLO,Castilla y León,Avila,6.8,,13,0,4,4,0.0
MUÑOVEROS,Castilla y León,Segovia,,,1,0,1,1,0.0
FRANQUESES DEL VALLÈS (LES),Cataluña,Barcelona,7.577419354838709,173.0,577,0,348,348,0.0
MORAL DE LA REINA,Castilla y León,Valladolid,8.350000000000001,,53,0,4,4,0.0
CUEVAS DEL VALLE,Castilla y León,Avila,7.05,,26,0,6,6,0.0
CUBILLO DEL CAMPO,Castilla y León,Burgos,6.5,,19,0,6,6,0.0
CUERLAS (LAS),Aragón,Zaragoza,7.6,341.0,27,0,4,4,0.0
PAYO DE OJEDA,Castilla y León,Palencia,,,3,0,3,3,0.0
PATERNA DEL MADERA,Castilla - La Mancha,Albacete,7.725,,92,0,4,4,0.0
CUENCA DE CAMPOS,Castilla y León,Valladolid,8.350000000000001,,53,0,4,4,0.0
PASCUALCOBO,Castilla y León,Avila,8.0,,13,0,3,3,0.0
PASO (EL),Canarias,Santa Cruz de Tenerife,8.033333333333333,,33,0,5,5,0.0
PASTORES,Castilla y León,Salamanca,,,10,0,4,4,0.0
CUCALÓN,Aragón,Teruel,8.2,,55,0,2,2,0.0
CUBO DE DON SANCHO (EL),Castilla y León,Salamanca,6.6,,10,0,1,1,0.0
CUBO DE BUREBA,Castilla y León,Burgos,8.0,215.5,22,0,4,4,0.0
PATERNA DE RIVERA,Andalucía,Cádiz,7.592162162162163,198.0,286,0,37,37,0.0
CUBLA,Aragón,Teruel,7.6,,25,0,4,4,0.0
CÀNOVES I SAMALÚS,Cataluña,Barcelona,8.200000000000001,165.0,80,0,4,4,0.0
PAU,Cataluña,Girona,6.979411764705882,,217,0,38,38,0.0
PARACUELLOS DE JILOCA,Aragón,Zaragoza,7.516129032258065,316.0,177,0,31,31,0.0
PALS,Cataluña,Girona,7.293506493506494,,577,0,161,161,0.0
PAJARES DE LOS OTEROS,Castilla y León,León,,,11,0,5,5,0.0
DIOS LE GUARDE,Castilla y León,Salamanca,6.6,,13,0,4,4,0.0
CUBILLAS DE SANTA MARTA,Castilla y León,Valladolid,8.033333333333333,,34,0,7,7,0.0
DIEZMA,Andalucía,Granada,7.959999999999999,,126,0,5,5,0.0
OTXANDIO,País Vasco,Vizcaya,7.6,,137,0,14,14,0.0
PAMPLIEGA,Castilla y León,Burgos,8.5,,14,0,4,4,0.0
DONJIMENO,Castilla y León,Avila,7.5,,17,0,5,5,0.0
DONHIERRO,Castilla y León,Segovia,7.9,,18,0,8,8,0.0
PADIERNOS,Castilla y León,Avila,7.1,,28,0,6,6,0.0
PADILLA DE ABAJO,Castilla y León,Burgos,7.85,,52,0,4,4,0.0
PADILLA DE ARRIBA,Castilla y León,Burgos,8.5,,13,0,4,4,0.0
DOMINGO PÉREZ DE GRANADA,Andalucía,Granada,7.7,343.0,68,0,4,4,0.0
PADRONES DE BUREBA,Castilla y León,Burgos,7.6,,12,0,3,3,0.0
DOMINGO PÉREZ,Castilla - La Mancha,Toledo,7.6,,8,0,1,1,0.0
DOMEÑO,Comunitat Valenciana,Valencia/València,7.4,,55,0,2,2,0.0
PAJAREJOS,Castilla y León,Segovia,8.1,,12,0,3,3,0.0
PAJARES DE ADAJA,Castilla y León,Avila,7.55,,54,0,5,5,0.0
PAVÍAS,Comunitat Valenciana,Castellón/Castelló,7.949999999999999,,53,0,2,2,0.0
PAYO (EL),Castilla y León,Salamanca,7.5,,13,0,4,4,0.0
FUENTE-OLMEDO,Castilla y León,Valladolid,8.3,,13,0,4,4,0.0
ESPINOSA DEL CAMINO,Castilla y León,Burgos,7.3,,12,0,4,4,0.0
PARRA (LA),Extremadura,Badajoz,6.558333333333334,,221,0,36,36,0.0
CUEVAS DEL BECERRO,Andalucía,Málaga,7.6,,10,0,1,1,0.0
OTOS,Comunitat Valenciana,Valencia/València,7.793333333333334,280.0,153,0,17,17,0.0
PARDILLA,Castilla y León,Burgos,7.9,,52,0,4,4,0.0
CUEVAS DEL ALMANZORA,Andalucía,Almería,8.218181818181819,,305,0,22,22,0.0
PAREJA,Castilla - La Mancha,Guadalajara,8.1,,10,0,1,1,0.0
CUEVAS DE SAN CLEMENTE,Castilla y León,Burgos,7.6,,10,0,3,3,0.0
OTÍVAR,Andalucía,Granada,7.774999999999999,257.6666666666667,92,0,6,6,0.0
OLEA DE BOEDO,Castilla y León,Palencia,8.2,,13,0,3,3,0.0
NOGAL DE LAS HUERTAS,Castilla y León,Palencia,7.966666666666666,,36,0,7,7,0.0
ESPLUGA CALBA (L'),Cataluña,Lleida,8.3,,12,0,1,1,0.0
OLIVARES DE DUERO,Castilla y León,Valladolid,8.166666666666666,,64,0,5,5,0.0
ESPOT,Cataluña,Lleida,7.8,,12,0,1,1,0.0
OLABERRIA,País Vasco,Guipúzcoa,7.966666666666667,187.0,236,0,15,15,0.0
ESPORLES,"Balears, Illes",Balears (Illes),7.85,,21,0,2,2,0.0
ESPOLLA,Cataluña,Girona,7.43,,75,0,4,4,0.0
PARAUTA,Andalucía,Málaga,8.15,,46,0,4,4,0.0
CUBILLO,Castilla y León,Segovia,,,2,0,2,2,0.0
CUMBRES DE SAN BARTOLOMÉ,Andalucía,Huelva,7.45,,22,0,2,2,0.0
MURIEL DE LA FUENTE,Castilla y León,Soria,7.75,,54,0,5,5,0.0
CUBILLAS DE RUEDA,Castilla y León,León,7.85,,54,0,3,3,0.0
CUEVAS LABRADAS,Aragón,Teruel,8.0,,54,0,2,2,0.0
FUENSALIDA,Castilla - La Mancha,Toledo,7.720000000000001,,127,0,5,5,0.0
PEDRAJA DE PORTILLO (LA),Castilla y León,Valladolid,8.3,,13,0,4,4,0.0
PARADINAS DE SAN JUAN,Castilla y León,Salamanca,7.833333333333333,,64,0,6,6,0.0
CUERVA,Castilla - La Mancha,Toledo,7.3,,9,0,1,1,0.0
CUEVA DE ROA (LA),Castilla y León,Burgos,7.8,,20,0,5,5,0.0
PARRAS DE CASTELLOTE (LAS),Aragón,Teruel,7.7,,12,0,1,1,0.0
CUEVA DE ÁGREDA,Castilla y León,Soria,8.1,,13,0,4,4,0.0
PANCORBO,Castilla y León,Burgos,8.200000000000001,,66,0,5,5,0.0
CUZCURRITA DE RÍO TIRÓN,"Rioja, La",Rioja (La),7.2,,12,0,1,1,0.0
CURIEL DE DUERO,Castilla y León,Valladolid,8.1,,16,0,6,6,0.0
PAPATRIGO,Castilla y León,Avila,9.4,,12,0,3,3,0.0
CUMBRES MAYORES,Andalucía,Huelva,7.65,,118,0,8,8,0.0
PARADA DE RUBIALES,Castilla y León,Salamanca,7.7,,13,0,3,3,0.0
CUEVAS DEL CAMPO,Andalucía,Granada,8.1,178.33333333333334,138,0,6,6,0.0
PACS DEL PENEDÈS,Cataluña,Barcelona,7.9,,22,0,2,2,0.0
FRESNO DE LA VEGA,Castilla y León,León,8.2,,66,0,5,5,0.0
DOS AGUAS,Comunitat Valenciana,Valencia/València,7.923076923076923,,176,0,13,13,0.0
FRESNO DE LA RIBERA,Castilla y León,Zamora,7.899999999999999,319.5,115,0,13,13,0.0
DOÑA MENCÍA,Andalucía,Córdoba,8.0,414.0,78,0,5,5,0.0
MURIEL,Castilla y León,Valladolid,8.2,,16,0,4,4,0.0
MORÍÑIGO,Castilla y León,Salamanca,7.6,,13,0,4,4,0.0
FUENSANTA DE MARTOS,Andalucía,Jaén,7.876190476190477,,192,0,21,21,0.0
MOROS,Aragón,Zaragoza,7.8,365.0,16,0,1,1,0.0
MORONTA,Castilla y León,Salamanca,7.5,,12,0,3,3,0.0
MORALEDA DE ZAFAYONA,Andalucía,Granada,7.888,230.5,104,0,5,5,0.0
FUENTEBUREBA,Castilla y León,Burgos,,,2,0,2,2,0.0
MORALEJA DE LAS PANADERAS,Castilla y León,Valladolid,8.6,,13,0,4,4,0.0
MORALEJA DE SAYAGO,Castilla y León,Zamora,7.795238095238095,,133,0,23,23,0.0
MORALES DE CAMPOS,Castilla y León,Valladolid,8.0,,13,0,3,3,0.0
MORALES DE REY,Castilla y León,Zamora,7.05,,59,0,4,4,0.0
MORALINA,Castilla y León,Zamora,7.866666666666667,,152,0,26,26,0.0
MORALZARZAL,"Madrid, Comunidad de",Madrid,7.9,,28,0,2,2,0.0
MORASVERDES,Castilla y León,Salamanca,6.5,,12,0,3,3,0.0
PALOMERO,Extremadura,Cáceres,7.040000000000001,,46,0,5,5,0.0
MORATINOS,Castilla y León,Palencia,7.9,,13,0,4,4,0.0
PALACIOS DE SANABRIA,Castilla y León,Zamora,7.7,,17,0,5,5,0.0
FRESNO DE LA POLVOROSA,Castilla y León,Zamora,,,1,0,1,1,0.0
DOÑINOS DE LEDESMA,Castilla y León,Salamanca,7.699999999999999,,24,0,6,6,0.0
MURCHANTE,"Navarra, Com. Foral de",Navarra,7.979999999999999,209.0,98,0,5,5,0.0
MOSQUERUELA,Aragón,Teruel,7.8,250.0,84,0,6,6,0.0
MOTILLA DEL PALANCAR,Castilla - La Mancha,Cuenca,7.5,,11,0,1,1,0.0
FUENFERRADA,Aragón,Teruel,7.933333333333334,,102,0,3,3,0.0
MOZOTA,Aragón,Zaragoza,7.45,358.0,66,0,4,4,0.0
FRÓMISTA,Castilla y León,Palencia,8.066666666666666,179.5,83,0,7,7,0.0
MUDUEX,Castilla - La Mancha,Guadalajara,7.5,,12,0,1,1,0.0
FRESNO EL VIEJO,Castilla y León,Valladolid,7.25,,55,0,6,6,0.0
FRESNO DEL RÍO,Castilla y León,Palencia,7.5,,12,0,3,3,0.0
FRESNO DE RÍO TIRÓN,Castilla y León,Burgos,7.7,,15,0,4,4,0.0
MORAL DE SAYAGO,Castilla y León,Zamora,7.788461538461538,,164,0,28,28,0.0
FRESNO DE RODILLA,Castilla y León,Burgos,8.0,,10,0,1,1,0.0
MUNTANYOLA,Cataluña,Barcelona,7.65,,22,0,2,2,0.0
MURA,Cataluña,Barcelona,7.693333333333333,,267,0,105,105,0.0
MURIEL VIEJO,Castilla y León,Soria,6.9,,13,0,4,4,0.0
FUENTE EL SOL,Castilla y León,Valladolid,,,3,0,3,3,0.0
PALACIOS DEL PAN,Castilla y León,Zamora,7.7,,14,0,4,4,0.0
FRESNO DE SAYAGO,Castilla y León,Zamora,7.45,,150,0,25,25,0.0
PALENZUELA,Castilla y León,Palencia,,,2,0,2,2,0.0
DIEGO DEL CARPIO,Castilla y León,Avila,8.5,,25,0,7,7,0.0
FUENTE EL OLMO DE ÍSCAR,Castilla y León,Segovia,8.0,,13,0,4,4,0.0
MORENTIN,"Navarra, Com. Foral de",Navarra,7.757142857142857,,83,0,7,7,0.0
CÀRCER,Comunitat Valenciana,Valencia/València,7.8,,81,0,4,4,0.0
CÓMPETA,Andalucía,Málaga,7.7,365.0,84,0,6,6,0.0
CÓBDAR,Andalucía,Almería,7.9,,11,0,1,1,0.0
PALMERA,Comunitat Valenciana,Valencia/València,7.666666666666667,,68,0,3,3,0.0
CÁÑAR,Andalucía,Granada,7.875,,85,0,4,4,0.0
PALOMAR (EL),Comunitat Valenciana,Valencia/València,7.768421052631578,255.0,189,0,22,22,0.0
CÁSTARAS,Andalucía,Granada,8.040000000000001,,101,0,5,5,0.0
CÁRMENES,Castilla y León,León,,,3,0,3,3,0.0
CÁRCHELES,Andalucía,Jaén,7.737142857142857,,238,0,23,23,0.0
FUENTE ENCALADA,Castilla y León,Zamora,7.0,,13,0,3,3,0.0
DEZA,Castilla y León,Soria,7.466666666666666,,33,0,6,6,0.0
DURANGO,País Vasco,Vizcaya,7.822222222222223,,193,0,13,13,0.0
MORILLE,Castilla y León,Salamanca,7.35,,22,0,4,4,0.0
DALÍAS,Andalucía,Almería,8.049999999999999,,136,0,6,6,0.0
FARAJÁN,Andalucía,Málaga,7.975,168.0,93,0,6,6,0.0
PALAZUELOS DE MUÑÓ,Castilla y León,Burgos,,,2,0,2,2,0.0
FAR D'EMPORDÀ (EL),Cataluña,Girona,8.252500000000001,234.0,84,0,4,4,0.0
FUENTE EL OLMO DE FUENTIDUEÑA,Castilla y León,Segovia,8.05,,24,0,4,4,0.0
FUENTE DEL ARCO,Extremadura,Badajoz,7.6,,22,0,2,2,0.0
MORISCOS,Castilla y León,Salamanca,8.1,,12,0,3,3,0.0
PALAU D'ANGLESOLA (EL),Cataluña,Lleida,8.1,,53,0,2,2,0.0
NOEZ,Castilla - La Mancha,Toledo,7.4,,10,0,1,1,0.0
DEHESA DE MONTEJO,Castilla y León,Palencia,7.633333333333333,,70,0,11,11,0.0
PALENCIA DE NEGRILLA,Castilla y León,Salamanca,7.9,,12,0,3,3,0.0
DAS,Cataluña,Girona,7.8,184.0,60,0,2,2,0.0
PALANQUES,Comunitat Valenciana,Castellón/Castelló,8.0,,51,0,2,2,0.0
DEHESAS VIEJAS,Andalucía,Granada,7.933333333333334,342.0,68,0,4,4,0.0
NAVA DE BÉJAR,Castilla y León,Salamanca,9.5,,12,0,3,3,0.0
ARGENTE,Aragón,Teruel,7.9,,54,0,2,2,0.0
NARROS DEL PUERTO,Castilla y León,Avila,6.7,,11,0,2,2,0.0
BAREYO,Cantabria,Cantabria,8.0,,92,0,7,7,0.0
TORRECILLA DE ALCAÑIZ,Aragón,Teruel,7.95,,17,0,2,2,0.0
ALELLA,Cataluña,Barcelona,7.892307692307692,159.0,500,0,317,317,0.0
BARLOVENTO,Canarias,Santa Cruz de Tenerife,7.9,,30,0,11,11,0.0
TORRELOBATÓN,Castilla y León,Valladolid,7.699999999999999,,56,0,6,6,0.0
VILLAMERIEL,Castilla y León,Palencia,7.8,,13,0,3,3,0.0
VILLAMIEL DE LA SIERRA,Castilla y León,Burgos,6.7,,12,0,3,3,0.0
ALEDO,"Murcia, Región de",Murcia,7.842,,414,0,55,55,0.0
VILLAMORATIEL DE LAS MATAS,Castilla y León,León,7.45,,25,0,5,5,0.0
BARRACHINA,Aragón,Teruel,8.1,,21,0,3,3,0.0
TORRELLA,Comunitat Valenciana,Valencia/València,7.550000000000001,349.5,64,0,4,4,0.0
VILLAMORONTA,Castilla y León,Palencia,8.2,,14,0,5,5,0.0
TORRELARA,Castilla y León,Burgos,7.1,,12,0,3,3,0.0
TORRELAMEU,Cataluña,Lleida,7.6,169.0,49,0,16,16,0.0
BARRAX,Castilla - La Mancha,Albacete,7.899999999999999,405.5,78,0,5,5,0.0
ALDEONTE,Castilla y León,Segovia,8.05,,22,0,4,4,0.0
BARRIO DE MUÑÓ,Castilla y León,Burgos,8.2,,11,0,1,1,0.0
ALDEHUELAS (LAS),Castilla y León,Soria,7.85,,23,0,5,5,0.0
VILLAPROVEDO,Castilla y León,Palencia,7.3,,15,0,4,4,0.0
TORRECABALLEROS,Castilla y León,Segovia,7.433333333333333,,33,0,6,6,0.0
VALLECILLO (EL),Aragón,Teruel,8.1,,12,0,1,1,0.0
VILLAMAÑÁN,Castilla y León,León,7.899999999999999,,37,0,7,7,0.0
TORRECILLA DE LA ABADESA,Castilla y León,Valladolid,,,2,0,2,2,0.0
VILLANOVA,Aragón,Huesca,7.8,,10,0,1,1,0.0
ALDEHUELA DEL CODONAL,Castilla y León,Segovia,7.7,,15,0,5,5,0.0
VILLAMURIEL DE CAMPOS,Castilla y León,Valladolid,7.7,,12,0,3,3,0.0
BARRIOS DE COLINA,Castilla y León,Burgos,8.05,,22,0,4,4,0.0
ALFARNATE,Andalucía,Málaga,8.025,180.0,87,0,6,6,0.0
VILLAMARTÍN DE DON SANCHO,Castilla y León,León,7.2,,12,0,3,3,0.0
TORREMOCHA DEL PINAR,Castilla - La Mancha,Guadalajara,7.8,,10,0,1,1,0.0
TORREMOCHA DE JILOCA,Aragón,Teruel,8.0,,55,0,3,3,0.0
ALFARAZ DE SAYAGO,Castilla y León,Zamora,7.404166666666666,,157,0,26,26,0.0
BARCO DE ÁVILA (EL),Castilla y León,Avila,7.25,,23,0,5,5,0.0
ALFARA DE CARLES,Cataluña,Tarragona,7.875,200.0,59,0,4,4,0.0
TORREMOCHA,Extremadura,Cáceres,7.06,,83,0,5,5,0.0
ALFAMÉN,Aragón,Zaragoza,7.633333333333333,274.0,76,0,4,4,0.0
ALCÁZAR DEL REY,Castilla - La Mancha,Cuenca,7.65,304.0,26,0,2,2,0.0
TORVIZCÓN,Andalucía,Granada,7.7,,81,0,4,4,0.0
VILLANUEVA DE LAS CRUCES,Andalucía,Huelva,7.42,,58,0,5,5,0.0
TORREBESSES,Cataluña,Lleida,7.8,,12,0,1,1,0.0
BECERRIL DE CAMPOS,Castilla y León,Palencia,7.9,,16,0,6,6,0.0
VILLAQUIRÁN DE LA PUEBLA,Castilla y León,Burgos,7.7,,13,0,4,4,0.0
BECILLA DE VALDERADUEY,Castilla y León,Valladolid,8.2,,52,0,3,3,0.0
TORNOS,Aragón,Teruel,7.6,,11,0,1,1,0.0
TORNADIZOS DE ÁVILA,Castilla y León,Avila,6.9,,12,0,3,3,0.0
TORNADIZO (EL),Castilla y León,Salamanca,8.0,,12,0,3,3,0.0
VILLAQUIRÁN DE LOS INFANTES,Castilla y León,Burgos,,,2,0,2,2,0.0
ALCÀNTERA DE XÚQUER,Comunitat Valenciana,Valencia/València,7.840000000000001,,93,0,5,5,0.0
TORNABOUS,Cataluña,Lleida,8.2,,12,0,1,1,0.0
TORMELLAS,Castilla y León,Avila,7.9,,12,0,3,3,0.0
TORMANTOS,"Rioja, La",Rioja (La),7.5,,12,0,1,1,0.0
BAÑOS DE RÍO TOBÍA,"Rioja, La",Rioja (La),7.8,,12,0,1,1,0.0
ALCÓNTAR,Andalucía,Almería,6.640000000000001,,68,0,6,6,0.0
ALDEALPOZO,Castilla y León,Soria,7.9,,10,0,1,1,0.0
BAÑOS DE RIOJA,"Rioja, La",Rioja (La),7.4,,12,0,1,1,0.0
BASTIDA (LA),Castilla y León,Salamanca,,,2,0,2,2,0.0
VILLAQUEJIDA,Castilla y León,León,7.9375,,138,0,12,12,0.0
BECEITE,Aragón,Teruel,7.766666666666667,285.5,80,0,7,7,0.0
TORRE DE ESGUEVA,Castilla y León,Valladolid,,,3,0,3,3,0.0
TORRALBA DE ARAGÓN,Aragón,Huesca,8.3,212.5,20,0,3,3,0.0
VILLANUEVA DEL TRABUCO,Andalucía,Málaga,8.166666666666666,180.0,76,0,4,4,0.0
TORRE DE ARCAS,Aragón,Teruel,7.899999999999999,268.0,56,0,3,3,0.0
TORRE D'EN BESORA (LA),Comunitat Valenciana,Castellón/Castelló,7.983333333333333,,153,0,6,6,0.0
TORRE (LA),Castilla y León,Avila,7.9,,18,0,9,9,0.0
VILLANUEVA MESÍA,Andalucía,Granada,8.059999999999999,239.0,102,0,5,5,0.0
BEAS DE GRANADA,Andalucía,Granada,7.975,178.0,86,0,4,4,0.0
BEAS DE GUADIX,Andalucía,Granada,7.949999999999999,300.0,59,0,3,3,0.0
VILLANUÑO DE VALDAVIA,Castilla y León,Palencia,7.7,,17,0,8,8,0.0
TORRALBA DE LOS SISONES,Aragón,Teruel,7.9,,21,0,3,3,0.0
VILLANÁZAR,Castilla y León,Zamora,7.2,,17,0,7,7,0.0
BECEDAS,Castilla y León,Avila,7.3,,22,0,3,3,0.0
VILLANÚA,Aragón,Huesca,7.65,,25,0,3,3,0.0
VILLAORNATE Y CASTRO,Castilla y León,León,8.2,,13,0,4,4,0.0
BARILLAS,"Navarra, Com. Foral de",Navarra,8.1,,72,0,6,6,0.0
AMEYUGO,Castilla y León,Burgos,7.8,,12,0,3,3,0.0
VILLAMBISTIA,Castilla y León,Burgos,7.3,,10,0,3,3,0.0
VALDEVERDEJA,Castilla - La Mancha,Toledo,7.5,,25,0,2,2,0.0
VALDEVIMBRE,Castilla y León,León,8.1,,53,0,7,7,0.0
ANGLESOLA,Cataluña,Lleida,8.3,,12,0,1,1,0.0
VEGA DE INFANZONES,Castilla y León,León,8.2,,55,0,4,4,0.0
VEGA DE RUIPONCE,Castilla y León,Valladolid,8.350000000000001,,53,0,4,4,0.0
ARENAS DEL REY,Andalucía,Granada,8.1125,,193,0,8,8,0.0
ANAYA DE ALBA,Castilla y León,Salamanca,7.0,,12,0,3,3,0.0
ARENS DE LLEDÓ,Aragón,Teruel,8.2,332.0,67,0,5,5,0.0
ARENYS DE MUNT,Cataluña,Barcelona,7.828571428571428,174.0,356,0,93,93,0.0
ARENZANA DE ABAJO,"Rioja, La",Rioja (La),7.9,,12,0,1,1,0.0
VEGA DE SANTA MARÍA,Castilla y León,Avila,,,3,0,3,3,0.0
VALDORROS,Castilla y León,Burgos,7.666666666666667,,65,0,5,5,0.0
VEGA DE TIRADOS,Castilla y León,Salamanca,7.3,,12,0,3,3,0.0
AREVALILLO DE CEGA,Castilla y León,Segovia,,,1,0,1,1,0.0
VALDEZATE,Castilla y León,Burgos,7.800000000000001,,20,0,4,4,0.0
ARGANZA,Castilla y León,León,7.6,,56,0,12,12,0.0
VECILLA (LA),Castilla y León,León,6.9,,13,0,3,3,0.0
VEGA DE VALCARCE,Castilla y León,León,7.0,,27,0,16,16,0.0
TORRECILLA DE LA JARA,Castilla - La Mancha,Toledo,6.85,,24,0,2,2,0.0
TORRECILLA DE LA TORRE,Castilla y León,Valladolid,7.6,,23,0,7,7,0.0
TORRECILLA DEL MONTE,Castilla y León,Burgos,7.6,,10,0,3,3,0.0
ARENAL (EL),Castilla y León,Avila,,,5,0,5,5,0.0
VALDEPOLO,Castilla y León,León,8.166666666666666,,64,0,4,4,0.0
ARGUEDAS,"Navarra, Com. Foral de",Navarra,8.049999999999999,,57,0,3,3,0.0
VELLIZA,Castilla y León,Valladolid,8.2,,14,0,4,4,0.0
VELLÉS (LA),Castilla y León,Salamanca,7.949999999999999,,22,0,4,4,0.0
AMAYUELAS DE ARRIBA,Castilla y León,Palencia,,,2,0,2,2,0.0
ARGUIS,Aragón,Huesca,7.5,,51,0,2,2,0.0
VALDEOLMILLOS,Castilla y León,Palencia,8.0,,15,0,4,4,0.0
AMAVIDA,Castilla y León,Avila,7.0,,13,0,4,4,0.0
ARGUJILLO,Castilla y León,Zamora,7.3875,335.5,103,0,11,11,0.0
VALDEOBISPO,Extremadura,Cáceres,7.25,,47,0,4,4,0.0
AMPUERO,Cantabria,Cantabria,7.733333333333333,,36,0,3,3,0.0
VEGAQUEMADA,Castilla y León,León,7.8,,35,0,5,5,0.0
VALERO,Castilla y León,Salamanca,7.5,,12,0,3,3,0.0
BASARDILLA,Castilla y León,Segovia,7.4,,12,0,3,3,0.0
VILLALBILLA DE GUMIEL,Castilla y León,Burgos,7.9,,17,0,6,6,0.0
AMUSQUILLO,Castilla y León,Valladolid,8.2,,12,0,3,3,0.0
VILLANUEVA DE GÁLLEGO,Aragón,Zaragoza,7.955555555555555,177.5,142,0,9,9,0.0
VILLAR DE ARNEDO (EL),"Rioja, La",Rioja (La),8.1,,12,0,1,1,0.0
VALDEVACAS Y GUIJAR,Castilla y León,Segovia,,,1,0,1,1,0.0
TORREGAMONES,Castilla y León,Zamora,7.6875,,152,0,26,26,0.0
VILLANUEVA DE DUERO,Castilla y León,Valladolid,7.825,,89,0,10,10,0.0
TORREGALINDO,Castilla y León,Burgos,7.8,,8,0,4,4,0.0
VILLANUEVA DE GUMIEL,Castilla y León,Burgos,7.8,,12,0,6,6,0.0
TORREFARRERA,Cataluña,Lleida,7.833333333333333,,37,0,3,3,0.0
