municipio,CODAUTO,CPRO,CMUN,provincia,longitud,latitud,generacion_litros,generacion_norm,no_potabilidad
BUBIÓN,1,18,32,Granada,"-3,371097","36,988522",7.7,0.1938770265505707,23.00212720725285
TABUENCA,2,50,249,Zaragoza,"-1,523691","41,682926",8.0,0.217576412869774,22.98651580886438
TITULCIA,13,28,147,Madrid,"-3,560831","40,145913",7.989625000000001,0.2167568090929016,22.949530881701147
FORMENTERA,4,7,24,"Balears, Illes","1,42224","38,721097",14.5,0.731063116452514,22.86034117879855
PRAVIA,3,33,51,Asturias,"-6,131587","43,453279",13.4,0.6441653666154349,22.85343319534533
BOQUEIXÓN,12,15,12,"Coruña, A","-8,420028","42,81168",16.2,0.8653596389279997,22.82986008121723
CABEZAS DEL POZO,7,5,43,Ávila,"-4,965723","41,001491",6.4,0.0911796858340227,22.82908050571292
TORREMAYOR,11,6,132,Badajoz,"-6,550168","38,908696",9.4,0.3281735490260565,22.82710382967096
VILLANUEVA DE LA REINA,1,23,96,Jaén,"-3,909025","38,005284",8.4,0.2491755946287118,22.675185359133508
FRESNEDILLAS DE LA OLIVA,13,28,56,Madrid,"-4,183223","40,478889",7.989625000000001,0.2167568090929016,22.65222864649318
BADAJOZ,11,6,15,Badajoz,"-6,968778","38,87844",9.4,0.3281735490260565,22.625533061791124
VILLÁRDIGA,7,49,266,Zamora,"-5,482728","41,821902",8.4,0.2491755946287118,22.5996012077105
BAÑOS DE LA ENCINA,1,23,11,Jaén,"-3,774095","38,176432",8.4,0.2491755946287118,22.585420785193705
JABALQUINTO,1,23,49,Jaén,"-3,750827","38,017169",8.4,0.2491755946287118,22.5280432584673
CERCEDA,12,15,24,"Coruña, A","-8,476665","43,185668",16.2,0.8653596389279997,22.51620943889515
SANT JOAN D'ALACANT,10,3,119,Alicante/Alacant,"-0,430054","38,394892",14.3,0.7152635255730452,22.46586329375959
SETCASES,9,17,192,Girona,"2,29469","42,400144",11.1,0.4624700715015423,22.41201643211432
BARALLA,12,27,901,Lugo,"-7,263539","42,874534",12.157181250000002,0.5459852276787703,22.396990052413365
LAGARTERA,8,45,82,Toledo,"-5,195256","39,892202",8.060300000000002,0.222339989519934,22.3904209676422
CAZALILLA,1,23,27,Jaén,"-3,884967","37,959878",8.4,0.2491755946287118,22.389471746250333
TÍAS,5,35,28,"Palmas, Las","-13,66202","28,942509",17.6674255,0.9812832516585004,22.388177260690654
HOYO DE MANZANARES,13,28,72,Madrid,"-3,880276","40,61651",7.989625000000001,0.2167568090929016,22.36526228463615
MORALEJA DE MATACABRAS,7,5,134,Ávila,"-4,944057","41,115092",6.4,0.0911796858340227,22.326382512292444
HUELVA,1,21,41,Huelva,"-6,955013","37,25762",14.3,0.7152635255730452,22.32166915910003
LANJARÓN,1,18,116,Granada,"-3,449404","36,968446",7.7,0.1938770265505707,22.26880297079917
PORZUNA,8,13,65,Ciudad Real,"-4,21589","39,141402",8.8,0.2807747763876498,22.25444774665296
PALAFRUGELL,9,17,117,Girona,"3,163449","41,922974",11.1,0.4624700715015423,22.19613935402948
SOBER,12,27,59,Lugo,"-7,555969","42,465717",12.157181250000002,0.5459852276787703,22.195330283242285
BECERRIL DE LA SIERRA,13,28,18,Madrid,"-3,97828","40,737842",7.989625000000001,0.2167568090929016,22.16482233949261
VÁLOR,1,18,183,Granada,"-3,094544","37,025513",7.7,0.1938770265505707,22.117977836213512
PEÑARANDA DE BRACAMONTE,7,37,246,Salamanca,"-5,207253","40,889184",7.830659324999999,0.2041988459485084,22.071779977055897
RETUERTA DEL BULLAQUE,8,13,72,Ciudad Real,"-4,252425","39,42906",8.8,0.2807747763876498,22.05240962256703
VILLAGARCÍA DEL LLANO,8,16,244,Cuenca,"-1,818525","39,338137",6.2,0.0753800949545537,22.01013418501758
ALAQUÀS,10,46,5,Valencia/València,"-0,462176","39,458676",14.060594425,0.696350974876725,22.00078226963616
ARREDONDO,6,39,7,Cantabria,"-3,633758","43,267709",15.6,0.8179608662895931,21.95369914930537
QUART DE POBLET,10,46,102,Valencia/València,"-0,442945","39,483558",14.060594425,0.696350974876725,21.8933696269323
MENGÍBAR,1,23,61,Jaén,"-3,81129","37,972707",8.4,0.2491755946287118,21.8085513309974
GUARROMÁN,1,23,39,Jaén,"-3,666037","38,179153",8.4,0.2491755946287118,21.73924159975899
PASAIA,16,20,64,Gipuzkoa,"-1,888054","43,342141",14.9,0.7626622982114518,21.711983338747544
ARTENARA,5,35,5,"Palmas, Las","-15,696951","28,018974",17.6674255,0.9812832516585004,21.70142123605978
MONESTERIO,11,6,85,Badajoz,"-6,226946","38,096112",9.4,0.3281735490260565,21.68578278908356
ESPARRAGALEJO,11,6,46,Badajoz,"-6,435625","38,951117",9.4,0.3281735490260565,21.633262678076324
BOLVIR,9,17,24,Girona,"1,882524","42,416575",11.1,0.4624700715015423,21.607895355208463
URRETXU,16,20,77,Gipuzkoa,"-2,313336","43,092786",14.9,0.7626622982114518,21.6062105316884
MARMOLEJO,1,23,59,Jaén,"-4,167163","38,044785",8.4,0.2491755946287118,21.51259556823642
MAJADAHONDA,13,28,80,Madrid,"-3,873531","40,475369",7.989625000000001,0.2167568090929016,21.49049039288224
ALBUÑÁN,1,18,5,Granada,"-3,140599","37,233159",7.7,0.1938770265505707,21.45018466477373
TORRALBA DE OROPESA,8,45,169,Toledo,"-5,129946","39,952086",8.060300000000002,0.222339989519934,21.450123109849155
SORIA,7,42,173,Soria,"-2,463532","41,76274",6.271051875000001,0.0809930477356496,21.444159238290982
VALDELACALZADA,11,6,901,Badajoz,"-6,693699","38,887636",9.4,0.3281735490260565,21.42074717237959
GRANADA,1,18,87,Granada,"-3,599804","37,176233",7.7,0.1938770265505707,21.37160998362565
ARRECIFE,5,35,4,"Palmas, Las","-13,54345","28,962125",17.6674255,0.9812832516585004,21.35403843915705
SUANCES,6,39,85,Cantabria,"-4,047667","43,421905",15.6,0.8179608662895931,21.325346211206337
BAILÉN,1,23,10,Jaén,"-3,774794","38,094752",8.4,0.2491755946287118,21.321433686991224
CARBONEROS,1,23,21,Jaén,"-3,629679","38,217113",8.4,0.2491755946287118,21.304134893000548
MESEGAR DE CORNEJA,7,5,126,Ávila,"-5,308332","40,515124",6.4,0.0911796858340227,21.27626474053584
HORCAJO DE LA SIERRA-AOSLOS,13,28,70,Madrid,"-3,58238","41,079763",7.989625000000001,0.2167568090929016,21.19022442044586
MORALEJA DE ENMEDIO,13,28,89,Madrid,"-3,854181","40,276808",7.989625000000001,0.2167568090929016,21.12787271164189
CABAÑAS DE SAYAGO,7,49,31,Zamora,"-5,812917","41,314832",8.4,0.2491755946287118,21.1114000438268
VILLANUEVA DEL PARDILLO,13,28,177,Madrid,"-3,986877","40,488892",7.989625000000001,0.2167568090929016,21.09085171602149
GERENA,1,41,45,Sevilla,"-6,161722","37,506919",10.807375000000002,0.4393532950960195,20.98594443921396
BONILLA DE LA SIERRA,7,5,38,Ávila,"-5,250079","40,548503",6.4,0.0911796858340227,20.96636772544489
VALVERDE DEL CAMINO,1,21,72,Huelva,"-6,755707","37,574587",14.3,0.7152635255730452,20.951062270612823
GODELLA,10,46,135,Valencia/València,"-0,40619","39,518822",14.060594425,0.696350974876725,20.921337601129693
GÁLVEZ,8,45,67,Toledo,"-4,265861","39,691111",8.060300000000002,0.222339989519934,20.83546054058619
BRAOJOS,13,28,24,Madrid,"-3,659819","41,059558",7.989625000000001,0.2167568090929016,20.82678081107209
NAVAS DE ORO,7,40,145,Segovia,"-4,422039","41,205026",7.610332400000002,0.1867934695748514,20.76771908577215
RIBAS DE CAMPOS,7,34,155,Palencia,"-4,520724","42,150433",9.433514000000002,0.3308210864697293,20.7673736080244
TALAMANTES,2,50,250,Zaragoza,"-1,664153","41,724714",8.0,0.217576412869774,20.67896915383452
LÁNCARA,12,27,26,Lugo,"-7,363555","42,873168",12.157181250000002,0.5459852276787703,20.678066710493468
NAVALMANZANO,7,40,141,Segovia,"-4,254905","41,21522",7.610332400000002,0.1867934695748514,20.671877649503248
BURGUILLOS DEL CERRO,11,6,22,Badajoz,"-6,593018","38,410478",9.4,0.3281735490260565,20.63248387075062
CABEZÓN DE LA SAL,6,39,12,Cantabria,"-4,2466","43,314135",15.6,0.8179608662895931,20.538384190705663
CECLAVÍN,11,10,61,Cáceres,"-6,734892","39,85404",8.5,0.2570753900684464,20.537563762543027
LEGAZPI,16,20,51,Gipuzkoa,"-2,327753","43,050981",14.9,0.7626622982114518,20.34618875850062
VERGES,9,17,211,Girona,"3,043188","42,068129",11.1,0.4624700715015423,20.32159018346263
ARÉVALO,7,5,16,Ávila,"-4,724958","41,083967",6.4,0.0911796858340227,20.31738108004793
BOADILLA DEL MONTE,13,28,22,Madrid,"-3,877577","40,406324",7.989625000000001,0.2167568090929016,20.284472068212544
ALMONTE,1,21,5,Huelva,"-6,574374","37,248897",14.3,0.7152635255730452,20.27692430865488
TORRES DE ALBARRACÍN,2,44,229,Teruel,"-1,529306","40,430169",5.245796875,0.0,20.26275778768344
GARRUCHA,1,4,49,Almería,"-1,824196","37,178839",15.1,0.7784618890909208,20.218442208168064
GABIRIA,16,20,38,Gipuzkoa,"-2,295906","43,052038",14.9,0.7626622982114518,20.12671745722024
NAVALCARNERO,13,28,96,Madrid,"-4,008688","40,293017",7.989625000000001,0.2167568090929016,20.098016274665405
HERRERA DEL DUQUE,11,6,63,Badajoz,"-5,021346","39,162652",9.4,0.3281735490260565,20.07495584046437
ARAFO,5,38,4,Santa Cruz de Tenerife,"-16,447216","28,354535",17.904352499999998,1.0,20.014412931547845
QUARTELL,10,46,103,Valencia/València,"-0,23852","39,728565",14.060594425,0.696350974876725,20.007624027247523
ANDRATX,4,7,5,"Balears, Illes","2,411751","39,60519",14.5,0.731063116452514,20.00072600009685
MUTILOA,16,20,57,Gipuzkoa,"-2,281071","43,027822",14.9,0.7626622982114518,19.98901853227227
SANCHONUÑO,7,40,179,Segovia,"-4,294944","41,323353",7.610332400000002,0.1867934695748514,19.932293336114533
CORRALES DEL VINO,7,49,54,Zamora,"-5,725231","41,32019",8.4,0.2491755946287118,19.9316196086157
PUEBLA DE LA CALZADA,11,6,103,Badajoz,"-6,636022","38,897218",9.4,0.3281735490260565,19.882959420195924
SEVILLA LA NUEVA,13,28,141,Madrid,"-4,045514","40,361019",7.989625000000001,0.2167568090929016,19.862940013897628
LEDESMA,7,37,170,Salamanca,"-6,019345","41,133965",7.830659324999999,0.2041988459485084,19.851150727181096
PONFERRADA,7,24,115,León,"-6,589146","42,548854",8.6,0.2649751855081808,19.80039632883588
OLULA DE CASTRO,1,4,68,Almería,"-2,488006","37,172878",15.1,0.7784618890909208,19.51699968566788
VILLANUEVA DE SAN CARLOS,8,13,94,Ciudad Real,"-3,879395","38,604073",8.8,0.2807747763876498,19.51527571799001
ESPELUY,1,23,32,Jaén,"-3,861614","38,021079",8.4,0.2491755946287118,19.432630994990376
SANTA MARTA DE TORMES,7,37,294,Salamanca,"-5,631408","40,95129",7.830659324999999,0.2041988459485084,19.41398024618205
SAN MARTÍN Y MUDRIÁN,7,40,182,Segovia,"-4,343645","41,222641",7.610332400000002,0.1867934695748514,19.39389636651252
SIRUELA,11,6,125,Badajoz,"-5,010155","39,002687",9.4,0.3281735490260565,19.37896915383452
BUENAVENTURA,8,45,22,Toledo,"-4,874263","40,169446",8.060300000000002,0.222339989519934,19.378839450299424
SAX,10,3,123,Alicante/Alacant,"-0,816276","38,543852",14.3,0.7152635255730452,19.33476563260737
BREDA,9,17,27,Girona,"2,5631","41,743086",11.1,0.4624700715015423,19.314439387431936
ALDEANUEVA DE SANTA CRUZ,7,5,7,Ávila,"-5,427634","40,375064",6.4,0.0911796858340227,19.27800705429761
ALGECIRAS,1,11,4,Cádiz,"-5,448414","36,132023",14.3,0.7152635255730452,19.2372331575
MONTIJO,11,6,88,Badajoz,"-6,593833","38,912113",9.4,0.3281735490260565,19.221406926751698
PEDRO ABAD,1,14,50,Córdoba,"-4,473858","37,977941",10.2,0.3913719125439321,19.19229776248171
CERVELLÓ,9,8,68,Barcelona,"1,967458","41,396218",12.4,0.5651674122180903,19.11175905748893
SEGURILLA,8,45,160,Toledo,"-4,872943","40,036786",8.060300000000002,0.222339989519934,19.09907783641297
VEGA DE SAN MATEO,5,35,33,"Palmas, Las","-15,535675","28,014147",17.6674255,0.9812832516585004,19.068620126905785
ILLESCAS,8,45,81,Toledo,"-3,850221","40,122994",8.060300000000002,0.222339989519934,19.06627191770197
ALPUJARRA DE LA SIERRA,1,18,904,Granada,"-3,142542","37,019165",7.7,0.1938770265505707,19.026224188278967
VILLA DEL RÍO,1,14,66,Córdoba,"-4,277046","37,973867",10.2,0.3913719125439321,18.930044099704048
MARTORELL,9,8,114,Barcelona,"1,92536","41,465171",12.4,0.5651674122180903,18.922209817718656
SANT CUGAT DEL VALLÈS,9,8,205,Barcelona,"2,082754","41,472194",12.4,0.5651674122180903,18.917251664535858
BUENAVISTA DEL NORTE,5,38,10,Santa Cruz de Tenerife,"-16,842012","28,380232",17.904352499999998,1.0,18.907127938010763
SANCTI-SPÍRITUS,11,6,118,Badajoz,"-5,176281","38,920149",9.4,0.3281735490260565,18.81004290400561
SANCTI-SPÍRITUS,7,37,279,Salamanca,"-6,428328","40,732211",7.830659324999999,0.2041988459485084,18.81004290400561
ZERAIN,16,20,26,Gipuzkoa,"-2,291994","43,009685",14.9,0.7626622982114518,18.80911794674084
BUJALANCE,1,14,12,Córdoba,"-4,382048","37,899588",10.2,0.3913719125439321,18.61741301742025
MONTORO,1,14,43,Córdoba,"-4,383789","38,027026",10.2,0.3913719125439321,18.59096051553629
VALVERDE,5,38,48,Santa Cruz de Tenerife,"-17,919491","27,814888",17.904352499999998,1.0,18.581278847630028
BECERREÁ,12,27,6,Lugo,"-7,162953","42,850417",12.157181250000002,0.5459852276787703,18.54354755846389
VILLAFRANCA DE CÓRDOBA,1,14,67,Córdoba,"-4,544672","37,961198",10.2,0.3913719125439321,18.530824605741365
PARETS DEL VALLÈS,9,8,159,Barcelona,"2,236897","41,567993",12.4,0.5651674122180903,18.50082935951183
ADANERO,7,5,1,Ávila,"-4,600881","40,943235",6.4,0.0911796858340227,18.48604331907659
VILALLONGA DE TER,9,17,224,Girona,"2,278968","42,341865",11.1,0.4624700715015423,18.48542196567316
MONTFERRER I CASTELLBÒ,9,25,140,Lleida,"1,329164","42,38522",10.47953,0.4134542107366219,18.460542887914887
EZKIO-ITSASO,16,20,35,Gipuzkoa,"-2,267352","43,084008",14.9,0.7626622982114518,18.45484989293194
HUÉTOR VEGA,1,18,101,Granada,"-3,569595","37,142779",7.7,0.1938770265505707,18.45117655243425
VILLAREJO DE ÓRBIGO,7,24,223,León,"-5,922522","42,431901",8.6,0.2649751855081808,18.42728324617948
ORMAIZTEGI,16,20,62,Gipuzkoa,"-2,251614","43,042279",14.9,0.7626622982114518,18.403368784897232
VALBUENA DE PISUERGA,7,34,186,Palencia,"-4,22295","42,152723",9.433514000000002,0.3308210864697293,18.26713462634054
TORRE DE SANTA MARÍA,11,10,188,Cáceres,"-6,095984","39,252747",8.5,0.2570753900684464,18.21972484972871
OLVENA,2,22,164,Huesca,"0,266125","42,107433",9.3,0.320273753586322,18.1853155790227
TALAVERA DE LA REINA,8,45,165,Toledo,"-4,834092","39,958011",8.060300000000002,0.222339989519934,18.172113606997183
ADAMUZ,1,14,1,Córdoba,"-4,520984","38,029434",10.2,0.3913719125439321,18.123118454306024
VALLE DE VILLAVERDE,6,39,101,Cantabria,"-3,278169","43,237141",15.6,0.8179608662895931,18.11503139655378
ARANDA DE DUERO,7,9,18,Burgos,"-3,688297","41,663037",8.1,0.2254762083095084,18.108185393166647
TINAJO,5,35,29,"Palmas, Las","-13,711007","29,073195",17.6674255,0.9812832516585004,18.104264928601555
GÜÉJAR SIERRA,1,18,94,Granada,"-3,357465","37,144971",7.7,0.1938770265505707,18.098441805446765
VILLANUEVA DE BOGAS,8,45,193,Toledo,"-3,651243","39,724978",8.060300000000002,0.222339989519934,18.032929263442263
ARMILLA,1,18,21,Granada,"-3,625696","37,145753",7.7,0.1938770265505707,18.030941814600336
MAÇANET DE CABRENYS,9,17,102,Girona,"2,732997","42,384249",11.1,0.4624700715015423,17.9801884295433
GÁLDAR,5,35,9,"Palmas, Las","-15,652968","28,148965",17.6674255,0.9812832516585004,17.912916337041196
RAFELGUARAF,10,46,209,Valencia/València,"-0,454543","39,051744",14.060594425,0.696350974876725,17.893736852768576
FUENTEPELAYO,7,40,86,Segovia,"-4,183763","41,229014",7.610332400000002,0.1867934695748514,17.88050517770262
CÚLLAR VEGA,1,18,57,Granada,"-3,664702","37,155278",7.7,0.1938770265505707,17.875013369685792
LOURENZÁ,12,27,27,Lugo,"-7,300122","43,486801",12.157181250000002,0.5459852276787703,17.866220173594364
MEQUINENZA,2,50,165,Zaragoza,"0,222777","41,330053",8.0,0.217576412869774,17.83933002569011
REINOSA,6,39,59,Cantabria,"-4,145381","42,994078",15.6,0.8179608662895931,17.696701556184085
SANT ANDREU DE LA BARCA,9,8,196,Barcelona,"1,973803","41,444021",12.4,0.5651674122180903,17.682967737713696
BARBERÀ DEL VALLÈS,9,8,252,Barcelona,"2,128137","41,518346",12.4,0.5651674122180903,17.65991027097996
CÁJAR,1,18,36,Granada,"-3,574027","37,136531",7.7,0.1938770265505707,17.62729032669181
PEÑAMELLERA ALTA,3,33,46,Asturias,"-4,715545","43,320784",13.4,0.6441653666154349,17.5662251279097
OGÍJARES,1,18,145,Granada,"-3,602597","37,123337",7.7,0.1938770265505707,17.534210298957955
ALQUIFE,1,18,18,Granada,"-3,109717","37,185806",7.7,0.1938770265505707,17.462270795889363
AGUILAFUENTE,7,40,4,Segovia,"-4,100467","41,235751",7.610332400000002,0.1867934695748514,17.368793873919522
BILBAO,16,48,20,Bizkaia,"-2,965537","43,282276",15.6,0.8179608662895931,17.355895296573337
VILLAYÓN,3,33,77,Asturias,"-6,706214","43,412008",13.4,0.6441653666154349,17.33354137194641
OLIVA DE LA FRONTERA,11,6,93,Badajoz,"-6,914571","38,302331",9.4,0.3281735490260565,17.22313847226612
ZARZA DE MONTÁNCHEZ,11,10,217,Cáceres,"-6,035787","39,23788",8.5,0.2570753900684464,17.218142183350746
CHURRIANA DE LA VEGA,1,18,62,Granada,"-3,643042","37,150761",7.7,0.1938770265505707,17.210798640185793
VISO DEL MARQUÉS,8,13,98,Ciudad Real,"-3,651582","38,542992",8.8,0.2807747763876498,17.109635634848882
CENES DE LA VEGA,1,18,47,Granada,"-3,542532","37,165062",7.7,0.1938770265505707,17.103718324856708
SAN SEBASTIÁN DE LA GOMERA,5,38,36,Santa Cruz de Tenerife,"-17,116796","28,096303",17.904352499999998,1.0,17.082683683841612
CARRIZO,7,24,39,León,"-5,868011","42,594586",8.6,0.2649751855081808,17.06557896202258
PORTILLO DE TOLEDO,8,45,134,Toledo,"-4,246591","40,078762",8.060300000000002,0.222339989519934,17.04919720289103
PINOS GENIL,1,18,157,Granada,"-3,504468","37,159496",7.7,0.1938770265505707,17.01055261975958
ALHENDÍN,1,18,14,Granada,"-3,690926","37,060181",7.7,0.1938770265505707,16.990952714823166
LASTRAS DE CUÉLLAR,7,40,110,Segovia,"-4,090388","41,287895",7.610332400000002,0.1867934695748514,16.95691925551798
HUARTE/UHARTE,15,31,122,Navarra,"-1,599663","42,824662",10.807375000000002,0.4393532950960195,16.857747648882665
REOCÍN,6,39,60,Cantabria,"-4,145263","43,341187",15.6,0.8179608662895931,16.857301419046994
SANTILLANA DEL MAR,6,39,76,Cantabria,"-4,108023","43,39614",15.6,0.8179608662895931,16.848942247629246
PEÑAPARDA,7,37,245,Salamanca,"-6,663174","40,302614",7.830659324999999,0.2041988459485084,16.844472159085928
PALAU-SOLITÀ I PLEGAMANS,9,8,156,Barcelona,"2,187172","41,587144",12.4,0.5651674122180903,16.794108443826783
CARTAYA,1,21,21,Huelva,"-7,158979","37,280419",14.3,0.7152635255730452,16.781338484039203
SONDIKA,16,48,904,Bizkaia,"-2,928077","43,302493",15.6,0.8179608662895931,16.758703922914282
FERREIRA,1,18,74,Granada,"-3,025357","37,178423",7.7,0.1938770265505707,16.704857266814532
SENÉS,1,4,82,Almería,"-2,334647","37,188853",15.1,0.7784618890909208,16.63055686633347
BAYÁRCAL,1,4,20,Almería,"-2,994621","37,055194",15.1,0.7784618890909208,16.6293581004785
VALLE DE EGÜÉS/EGUESIBAR,15,31,86,Navarra,"-1,545876","42,823773",10.807375000000002,0.4393532950960195,16.610402081932996
SARRIA,12,27,57,Lugo,"-7,419683","42,770462",12.157181250000002,0.5459852276787703,16.58153322186566
ESTERIBAR,15,31,98,Navarra,"-1,527458","42,941855",10.807375000000002,0.4393532950960195,16.568212035050898
SANTA MARÍA DE DULCIS,2,22,906,Huesca,"0,026336","42,122226",9.3,0.320273753586322,16.548586685008072
VALLE DE TRÁPAGA-TRAPAGARAN,16,48,80,Bizkaia,"-3,042986","43,302658",15.6,0.8179608662895931,16.509815032857293
ALDEA REAL,7,40,12,Segovia,"-4,167057","41,186428",7.610332400000002,0.1867934695748514,16.50352101105973
COBREROS,7,49,50,Zamora,"-6,719089","42,073388",8.4,0.2491755946287118,16.44098713608228
LAGUNA DE DUERO,7,47,76,Valladolid,"-4,722063","41,585061",7.919176462499999,0.2111915187401168,16.430752356718887
HINOJOSAS DE CALATRAVA,8,13,48,Ciudad Real,"-4,172836","38,555726",8.8,0.2807747763876498,16.412795201745002
SANTOVENIA DE LA VALDONCINA,7,24,162,León,"-5,617927","42,54047",8.6,0.2649751855081808,16.34578349831186
PEPINO,8,45,132,Toledo,"-4,788007","40,020789",8.060300000000002,0.222339989519934,16.343529471112944
BERRIOZAR,15,31,903,Navarra,"-1,668914","42,844909",10.807375000000002,0.4393532950960195,16.321453025245567
CÁCERES,11,10,37,Cáceres,"-6,37107","39,474018",8.5,0.2570753900684464,16.229079813094252
OLAIBAR,15,31,188,Navarra,"-1,60303","42,895969",10.807375000000002,0.4393532950960195,16.197223533000134
ADEJE,5,38,1,Santa Cruz de Tenerife,"-16,720189","28,129497",17.904352499999998,1.0,16.19055443662147
SAN ANDRÉS DEL RABANEDO,7,24,142,León,"-5,634342","42,603683",8.6,0.2649751855081808,16.12828812810905
PUEBLA DE ALCOCER,11,6,102,Badajoz,"-5,239622","39,079242",9.4,0.3281735490260565,16.105295599318755
VILLATOYA,8,2,82,Albacete,"-1,331795","39,323068",7.2,0.1543780493518983,16.09260913530093
COGOLLOS DE GUADIX,1,18,49,Granada,"-3,176694","37,23047",7.7,0.1938770265505707,16.08769143381183
PULIANAS,1,18,165,Granada,"-3,604039","37,231648",7.7,0.1938770265505707,16.02905911030014
ALCALÁ DE MONCAYO,2,50,14,Zaragoza,"-1,687425","41,798122",8.0,0.217576412869774,16.014660034942246
VILLAVA/ATARRABIA,15,31,258,Navarra,"-1,606778","42,830256",10.807375000000002,0.4393532950960195,15.995309107362058
ÍSCAR,7,47,75,Valladolid,"-4,545232","41,376226",7.919176462499999,0.2111915187401168,15.985760930992727
AÑE,7,40,18,Segovia,"-4,289998","41,037329",7.610332400000002,0.1867934695748514,15.905611958952496
LEZAMA,16,48,81,Bizkaia,"-2,829562","43,275493",15.6,0.8179608662895931,15.90344716632768
GRIEGOS,2,44,119,Teruel,"-1,720281","40,442547",5.245796875,0.0,15.892382922097376
CARRASCAL DE BARREGAS,7,37,87,Salamanca,"-5,803225","40,94319",7.830659324999999,0.2041988459485084,15.881662854052855
PERALTA DE ALCOFEA,2,22,174,Huesca,"-0,042242","41,892637",9.3,0.320273753586322,15.845760203577507
SANTA BRÍGIDA,5,35,21,"Palmas, Las","-15,495783","28,034578",17.6674255,0.9812832516585004,15.783475076736304
HIGUERA DE VARGAS,11,6,66,Badajoz,"-6,993395","38,413975",9.4,0.3281735490260565,15.724848866441194
TEGUISE,5,35,24,"Palmas, Las","-13,55491","29,065302",17.6674255,0.9812832516585004,15.691972612597691
EZCABARTE,15,31,101,Navarra,"-1,634008","42,869336",10.807375000000002,0.4393532950960195,15.689010786927165
SABADELL,9,8,187,Barcelona,"2,107056","41,546921",12.4,0.5651674122180903,15.682080361970684
TORRE-PACHECO,14,30,37,Murcia,"-0,962884","37,741328",14.301084500000002,0.7153491988545891,15.681100077410251
OLMEDO,7,47,104,Valladolid,"-4,69891","41,312975",7.919176462499999,0.2111915187401168,15.663155584773424
SALVATIERRA DE SANTIAGO,11,10,163,Cáceres,"-6,048755","39,296204",8.5,0.2570753900684464,15.616783656585136
MOLLÓ,9,17,107,Girona,"2,40058","42,369876",11.1,0.4624700715015423,15.590663350804457
FIÑANA,1,4,45,Almería,"-2,846272","37,171074",15.1,0.7784618890909208,15.58132670160891
RUANES,11,10,161,Cáceres,"-6,011123","39,329069",8.5,0.2570753900684464,15.508450323251802
BARRIKA,16,48,14,Bizkaia,"-2,962161","43,397666",15.6,0.8179608662895931,15.359606995229065
ERANDIO,16,48,902,Bizkaia,"-2,974992","43,29882",15.6,0.8179608662895931,15.356675089567556
SANT CUGAT SESGARRIGUES,9,8,206,Barcelona,"1,753663","41,356041",12.4,0.5651674122180903,15.32891622643123
ALBALAT DELS SORELLS,10,46,9,Valencia/València,"-0,34618","39,539915",14.060594425,0.696350974876725,15.319426544270712
ZIERBENA,16,48,913,Bizkaia,"-3,092427","43,348341",15.6,0.8179608662895931,15.313636941123113
BARBADILLO DE HERREROS,7,9,37,Burgos,"-3,158657","42,195349",8.1,0.2254762083095084,15.297481196777444
TÁLIGA,11,6,129,Badajoz,"-7,004173","38,5264",9.4,0.3281735490260565,15.292157011115696
UGAO-MIRABALLES,16,48,65,Bizkaia,"-2,903456","43,180959",15.6,0.8179608662895931,15.272308098527132
ZARATAMO,16,48,97,Bizkaia,"-2,868112","43,204017",15.6,0.8179608662895931,15.11248906461866
ANSOÁIN/ANTSOAIN,15,31,16,Navarra,"-1,63503","42,835647",10.807375000000002,0.4393532950960195,15.103240815113615
ALMENDRALEJO,11,6,11,Badajoz,"-6,423019","38,690855",9.4,0.3281735490260565,15.088745687499012
MOYUELA,2,50,179,Zaragoza,"-0,923682","41,152537",8.0,0.217576412869774,15.078750679547298
ARRIGORRIAGA,16,48,11,Bizkaia,"-2,892044","43,214134",15.6,0.8179608662895931,15.069285588467068
ABEZAMES,7,49,2,Zamora,"-5,426405","41,635972",8.4,0.2491755946287118,15.05154536838423
CORVERA DE ASTURIAS,3,33,20,Asturias,"-5,879353","43,523241",13.4,0.6441653666154349,14.967402597531889
BIELSA,2,22,57,Huesca,"0,176926","42,669523",9.3,0.320273753586322,14.940663350804456
SAN CEBRIÁN DE CASTRO,7,49,186,Zamora,"-5,787206","41,719418",8.4,0.2491755946287118,14.91646276868828
TARIFA,1,11,35,Cádiz,"-5,602947","36,011965",14.3,0.7152635255730452,14.8786034026791
PEDRALBA,10,46,191,Valencia/València,"-0,727343","39,596521",14.060594425,0.696350974876725,14.862615487135306
SAN JUAN DEL PUERTO,1,21,64,Huelva,"-6,853667","37,298026",14.3,0.7152635255730452,14.8601375659119
BAKIO,16,48,12,Bizkaia,"-2,828026","43,417635",15.6,0.8179608662895931,14.860110899520553
LAUKIZ,16,48,53,Bizkaia,"-2,915877","43,348743",15.6,0.8179608662895931,14.848193843014574
SOPELA,16,48,85,Bizkaia,"-2,984759","43,38108",15.6,0.8179608662895931,14.790749629218425
FERIA,11,6,49,Badajoz,"-6,548703","38,497872",9.4,0.3281735490260565,14.777102579427789
REQUEJO,7,49,174,Zamora,"-6,774144","42,026806",8.4,0.2491755946287118,14.770527030585615
SANTA ANA,11,10,165,Cáceres,"-5,965684","39,342031",8.5,0.2570753900684464,14.75011698991847
