municipio,CODAUTO,CPRO,CMUN,provincia,longitud,latitud,generacion_litros,generacion_norm,no_potabilidad
LADRILLAR,11,10,108,Cáceres,-6.193615,40.447138,8.5,0.2570753900684464,6.279375018894794
ALCONCHEL,11,6,7,Badajoz,-7.068289,38.51695,9.4,0.3281735490260565,6.279028287807575
"PASTORIZA, A",12,27,44,Lugo,-7.337274,43.31709,12.157181250000002,0.5459852276787703,6.271884102627877
VALVERDE DE BURGUILLOS,11,6,142,Badajoz,-6.534959,38.329825,9.4,0.3281735490260565,6.255968586030921
MORCÍN,3,33,38,Asturias,-5.882207,43.284911,13.4,0.6441653666154349,6.250697133273281
MONTEMOLÍN,11,6,86,Badajoz,-6.183428,38.164807,9.4,0.3281735490260565,6.243964616750275
"VILLARES, LOS",1,23,99,Jaén,-3.820341,37.690618,8.4,0.2491755946287118,6.240662500625606
ALMONACID DE ZORITA,8,19,22,Guadalajara,-2.841215,40.287954,6.8,0.1227788675929605,6.236653738644996
IMOTZ,15,31,126,Navarra,-1.794493,42.955735,10.807375000000002,0.4393532950960195,6.233917268478159
"MASROIG, EL",9,43,82,Tarragona,0.732454,41.131995,13.112731000000004,0.6214717032536644,6.214460145082351
"ATALAYA, LA",7,37,37,Salamanca,-6.406161,40.505283,7.830659324999999,0.2041988459485084,6.206375374256542
VALDEAVELLANO,8,19,299,Guadalajara,-2.96179,40.663168,6.8,0.1227788675929605,6.184033481419427
"BARRACO, EL",7,5,22,Ávila,-4.601931,40.486898,6.4,0.0911796858340227,6.180167148027083
CASARES DE LAS HURDES,11,10,51,Cáceres,-6.310617,40.437221,8.5,0.2570753900684464,6.166323920896459
"REAL DE LA JARA, EL",1,41,80,Sevilla,-6.050384,37.950546,10.807375000000002,0.4393532950960195,6.159706796804972
"HERRUMBLAR, EL",8,16,98,Cuenca,-1.613112,39.400932,6.2,0.0753800949545537,6.14768025770945
"GUARDIA DE JAÉN, LA",1,23,38,Jaén,-3.69422,37.742906,8.4,0.2491755946287118,6.131737621872009
MORENILLA,8,19,195,Guadalajara,-1.702388,40.771657,6.8,0.1227788675929605,6.10325003643274
UJUÉ,15,31,235,Navarra,-1.491525,42.475173,10.807375000000002,0.4393532950960195,6.096276583627731
"TORREMANZANAS/TORRE DE LES MAÇANES, LA",10,3,132,Alicante/Alacant,-0.411457,38.604851,14.3,0.7152635255730452,6.081407031643535
"PAPIOL, EL",9,8,158,Barcelona,2.008682,41.443122,12.4,0.5651674122180903,6.0762425708340935
"ALBERCA, LA",7,37,10,Salamanca,-6.13068,40.478501,7.830659324999999,0.2041988459485084,6.07487713425774
FONTANAR,8,19,117,Guadalajara,-3.188439,40.72922,6.8,0.1227788675929605,6.0665286309999376
"NAVAS DE LA CONCEPCIÓN, LAS",1,41,66,Sevilla,-5.465696,37.920827,10.807375000000002,0.4393532950960195,6.050379232286069
ATEZ/ATETZ,15,31,40,Navarra,-1.713062,42.947379,10.807375000000002,0.4393532950960195,6.03894036461795
"ZAIDA, LA",2,50,296,Zaragoza,-0.44534,41.331085,8.0,0.217576412869774,6.0162765831125
"MIRÓN, EL",7,5,129,Ávila,-5.400749,40.556382,6.4,0.0911796858340227,6.0100676618523
"CASAS DEL CONDE, LAS",7,37,90,Salamanca,-6.040618,40.506106,7.830659324999999,0.2041988459485084,6.008690693457116
"PEDROSO, EL",1,41,73,Sevilla,-5.796661,37.789289,10.807375000000002,0.4393532950960195,5.995508344784522
"RONQUILLO, EL",1,41,83,Sevilla,-6.178562,37.748532,10.807375000000002,0.4393532950960195,5.956734949741723
CASPUEÑAS,8,19,74,Guadalajara,-2.974139,40.699929,6.8,0.1227788675929605,5.95111954594016
BASABURUA,15,31,49,Navarra,-1.80561,43.026018,10.807375000000002,0.4393532950960195,5.918754031359347
"VICTORIA DE ACENTEJO, LA",5,38,51,Santa Cruz de Tenerife,-16.436478,28.424703,17.904352499999998,1.0,5.902775635104008
"GRANADA DE RÍO-TINTO, LA",1,21,36,Huelva,-6.508837,37.771979,14.3,0.7152635255730452,5.89490500959095
"MARINES, LOS",1,21,48,Huelva,-6.621715,37.902292,14.3,0.7152635255730452,5.8757360890369865
YÉLAMOS DE ABAJO,8,19,329,Guadalajara,-2.854938,40.618604,6.8,0.1227788675929605,5.868814689691175
YÉLAMOS DE ARRIBA,8,19,330,Guadalajara,-2.843194,40.648605,6.8,0.1227788675929605,5.867552051077411
"ASTILLERO, EL",6,39,8,Cantabria,-3.819011,43.401338,15.6,0.8179608662895931,5.842415188396979
"LLOAR, EL",9,43,72,Tarragona,0.7408,41.192424,13.112731000000004,0.6214717032536644,5.834113524934842
"PUEBLA DE CAZALLA, LA",1,41,77,Sevilla,-5.308376,37.221641,10.807375000000002,0.4393532950960195,5.829123517641239
"CASTILLO DE LAS GUARDAS, EL",1,41,31,Sevilla,-6.317269,37.693563,10.807375000000002,0.4393532950960195,5.824812800716951
MOHERNANDO,8,19,189,Guadalajara,-3.173746,40.798662,6.8,0.1227788675929605,5.80113184779287
"PASO, EL",5,38,27,Santa Cruz de Tenerife,-17.849545,28.683182,17.904352499999998,1.0,5.7543802014511165
"ROSARIO, EL",5,38,32,Santa Cruz de Tenerife,-16.368276,28.452844,17.904352499999998,1.0,5.7449111665151005
"CARDOSO DE LA SIERRA, EL",8,19,67,Guadalajara,-3.426995,41.127846,6.8,0.1227788675929605,5.736934061266626
"TALA, LA",7,37,315,Salamanca,-5.526704,40.594522,7.830659324999999,0.2041988459485084,5.736402624115964
"PLA DEL PENEDÈS, EL",9,8,164,Barcelona,1.721598,41.414786,12.4,0.5651674122180903,5.714474386644025
NAVA,3,33,40,Asturias,-5.50968,43.356017,13.4,0.6441653666154349,5.705117975698794
"MAYA, LA",7,37,188,Salamanca,-5.616279,40.690341,7.830659324999999,0.2041988459485084,5.695281121571945
"PUIG DE SANTA MARIA, EL",10,46,204,Valencia/València,-0.30587,39.588025,14.060594425,0.696350974876725,5.684447508665698
"PALMA DE CERVELLÓ, LA",9,8,905,Barcelona,1.970093,41.414868,12.4,0.5651674122180903,5.6727234208633766
BIMENES,3,33,6,Asturias,-5.554463,43.312195,13.4,0.6441653666154349,5.664787984446837
"VILELLA ALTA, LA",9,43,173,Tarragona,0.781328,41.230715,13.112731000000004,0.6214717032536644,5.661850503629938
"PESQUERA, LA",8,16,157,Cuenca,-1.569723,39.58301,6.2,0.0753800949545537,5.660614244324903
LOSA DEL OBISPO,10,46,149,Valencia/València,-0.865105,39.69851,14.060594425,0.696350974876725,5.647124080926248
"CAMPANA, LA",1,41,22,Sevilla,-5.430372,37.572667,10.807375000000002,0.4393532950960195,5.638986687070505
TRESVISO,6,39,88,Cantabria,-4.689332,43.253328,15.6,0.8179608662895931,5.604878278944103
SAN MARTÍN DEL REY AURELIO,3,33,60,Asturias,-5.605315,43.274287,13.4,0.6441653666154349,5.5881589116256905
"SERNA DEL MONTE, LA",13,28,138,Madrid,-3.622307,41.037375,7.989625000000001,0.2167568090929016,5.586482600110246
RETIENDAS,8,19,234,Guadalajara,-3.282306,40.973542,6.8,0.1227788675929605,5.568790101640107
"LUISIANA, LA",1,41,56,Sevilla,-5.259137,37.525589,10.807375000000002,0.4393532950960195,5.566705960148308
"VILOSELL, EL",9,25,253,Lleida,0.951888,41.386584,10.47953,0.4134542107366219,5.549234492852069
"SOLERÀS, EL",9,25,206,Lleida,0.699322,41.420835,10.47953,0.4134542107366219,5.542299340495879
PLEITAS,2,50,212,Zaragoza,-1.19983,41.713367,8.0,0.217576412869774,5.529222552042107
"CABACO, EL",7,37,61,Salamanca,-6.143825,40.570672,7.830659324999999,0.2041988459485084,5.51970108413428
"SANTOS, LOS",7,37,300,Salamanca,-5.808096,40.53568,7.830659324999999,0.2041988459485084,5.504765291847702
SOTILLO,7,40,198,Segovia,-3.646332,41.260673,7.610332400000002,0.1867934695748514,5.504248337310477
CANTALOJAS,8,19,65,Guadalajara,-3.292939,41.226467,6.8,0.1227788675929605,5.500993892603264
SANT PERE DE RIUDEBITLLES,9,8,232,Barcelona,1.697705,41.458453,12.4,0.5651674122180903,5.47821892387139
SANT QUINTÍ DE MEDIONA,9,8,236,Barcelona,1.665808,41.452721,12.4,0.5651674122180903,5.47821892387139
"LLACUNA, LA",9,8,104,Barcelona,1.539023,41.469247,12.4,0.5651674122180903,5.47821892387139
"BUSTE, EL",2,50,63,Zaragoza,-1.599721,41.893564,8.0,0.217576412869774,5.476005852168754
"MOLAR, EL",9,43,85,Tarragona,0.706982,41.165066,13.112731000000004,0.6214717032536644,5.463825663479748
"FIGUERA, LA",9,43,58,Tarragona,0.712194,41.201177,13.112731000000004,0.6214717032536644,5.463825663479748
TORDESILOS,8,19,272,Guadalajara,-1.580378,40.665799,6.8,0.1227788675929605,5.429755496551666
"MIERLA, LA",8,19,182,Guadalajara,-3.241534,40.939478,6.8,0.1227788675929605,5.429405697350921
"BASTIDA, LA",7,37,45,Salamanca,-6.045825,40.584994,7.830659324999999,0.2041988459485084,5.427158545070799
"TORNADIZO, EL",7,37,325,Salamanca,-5.880068,40.543339,7.830659324999999,0.2041988459485084,5.417307155632631
"TORMS, ELS",9,25,224,Lleida,0.721771,41.395275,10.47953,0.4134542107366219,5.412302113830282
"MAÍLLO, EL",7,37,177,Salamanca,-6.208364,40.557451,7.830659324999999,0.2041988459485084,5.406152321110989
"PEZA, LA",1,18,154,Granada,-3.311338,37.27847,7.7,0.1938770265505707,5.405419763093397
"LLANOS DE ARIDANE, LOS",5,38,24,Santa Cruz de Tenerife,-17.912159,28.657435,17.904352499999998,1.0,5.390044962848789
LAVIANA,3,33,32,Asturias,-5.564341,43.250451,13.4,0.6441653666154349,5.379086526240844
PALMA DE MALLORCA,4,7,40,"Balears, Illes",2.650276,39.57021,14.5,0.731063116452514,5.354567609586852
"ADRADA, LA",7,5,2,Ávila,-4.661796,40.279684,6.4,0.0911796858340227,5.346031899212234
"TORRE DE FONTAUBELLA, LA",9,43,151,Tarragona,0.864536,41.120846,13.112731000000004,0.6214717032536644,5.345349712832117
"VICTORIA, LA",1,14,65,Córdoba,-4.854633,37.696444,10.2,0.3913719125439321,5.336278829183251
"MATANZA DE ACENTEJO, LA",5,38,25,Santa Cruz de Tenerife,-16.430998,28.435343,17.904352499999998,1.0,5.327966877587608
TORRELAVIT,9,8,287,Barcelona,1.723161,41.440635,12.4,0.5651674122180903,5.309509278318748
"ALQUERIA D'ASNAR, L'",10,3,17,Alicante/Alacant,-0.422889,38.771903,14.3,0.7152635255730452,5.305616845592257
"VAJOL, LA",9,17,14,Girona,2.799338,42.405235,11.1,0.4624700715015423,5.2996144575753465
VIDÁNGOZ/BIDANKOZE,15,31,252,Navarra,-1.007588,42.816608,10.807375000000002,0.4393532950960195,5.29779428278334
"CANONJA, LA",9,43,907,Tarragona,1.183672,41.125088,13.112731000000004,0.6214717032536644,5.295858751893654
"PUEBLA DE LOS INFANTES, LA",1,41,78,Sevilla,-5.388239,37.777425,10.807375000000002,0.4393532950960195,5.2787061339447225
"ALBAGÉS, L'",9,25,6,Lleida,0.753263,41.446295,10.47953,0.4134542107366219,5.27711066380341
"ARENAL, EL",7,5,13,Ávila,-5.083016,40.276698,6.4,0.0911796858340227,5.272779937326948
ONÍS,3,33,43,Asturias,-4.955182,43.303726,13.4,0.6441653666154349,5.27046473677867
BALCONCHÁN,2,50,42,Zaragoza,-1.482188,41.076549,8.0,0.217576412869774,5.266280289685319
NAVARREDONDA Y SAN MAMÉS,13,28,97,Madrid,-3.729199,41.005548,7.989625000000001,0.2167568090929016,5.2482620645118425
PONTONS,9,8,168,Barcelona,1.51241,41.412848,12.4,0.5651674122180903,5.243944591243527
PEÑALVER,8,19,215,Guadalajara,-2.888212,40.574324,6.8,0.1227788675929605,5.241839001008577
"RINCONADA DE LA SIERRA, LA",7,37,268,Salamanca,-6.040417,40.615799,7.830659324999999,0.2041988459485084,5.232719019823573
"SIERPE, LA",7,37,309,Salamanca,-5.852381,40.647238,7.830659324999999,0.2041988459485084,5.224493952796731
CAMPILLO DE DUEÑAS,8,19,59,Guadalajara,-1.671145,40.864461,6.8,0.1227788675929605,5.20918071223516
"HINOJOSOS, LOS",8,16,100,Cuenca,-2.853826,39.597831,6.2,0.0753800949545537,5.200304935291817
"VALLE DE ALTOMIRA, EL",8,16,173,Cuenca,-2.76768,40.24058,6.2,0.0753800949545537,5.18729601715237
"SAUZAL, EL",5,38,41,Santa Cruz de Tenerife,-16.438675,28.469923,17.904352499999998,1.0,5.170942248706642
PONTILS,9,43,141,Tarragona,1.392514,41.468954,13.112731000000004,0.6214717032536644,5.161903535358357
"PINELL DE BRAI, EL",9,43,106,Tarragona,0.502214,41.018653,13.112731000000004,0.6214717032536644,5.1611518479824845
NOREÑA,3,33,42,Asturias,-5.704887,43.397944,13.4,0.6441653666154349,5.154849754795911
"RUBIO, EL",1,41,84,Sevilla,-4.992468,37.350968,10.807375000000002,0.4393532950960195,5.140397835876607
"MASNOU, EL",9,8,118,Barcelona,2.302701,41.476795,12.4,0.5651674122180903,5.131535710509194
"BALLESTERO, EL",8,2,14,Albacete,-2.475759,38.844424,7.2,0.1543780493518983,5.121997284999305
"VALLS DE VALIRA, LES",9,25,239,Lleida,1.455084,42.443312,10.47953,0.4134542107366219,5.121576565624033
SANTA CRUZ DE LOS CÁÑAMOS,8,13,76,Ciudad Real,-2.87922,38.634446,8.8,0.2807747763876498,5.114554831588976
"JONQUERA, LA",9,17,86,Girona,2.906563,42.447733,11.1,0.4624700715015423,5.088313725419298
"PEDREGAL, EL",8,19,213,Guadalajara,-1.562755,40.784348,6.8,0.1227788675929605,5.082854432294148
"POBLA, SA",4,7,44,"Balears, Illes",3.039489,39.795935,14.5,0.731063116452514,5.080642437051036
"NAVA, LA",1,21,51,Huelva,-6.758516,37.974212,14.3,0.7152635255730452,5.079390711668765
"CORRALES, LOS",1,41,37,Sevilla,-4.980334,37.099315,10.807375000000002,0.4393532950960195,5.073855383299708
"RODA DE ANDALUCÍA, LA",1,41,82,Sevilla,-4.78082,37.19381,10.807375000000002,0.4393532950960195,5.057347451729078
HOYOS DE MIGUEL MUÑOZ,7,5,106,Ávila,-5.066656,40.391011,6.4,0.0911796858340227,5.051797794984033
CHERA,10,46,108,Valencia/València,-0.959545,39.584461,14.060594425,0.696350974876725,5.030500683855103
"JOYOSA, LA",2,50,132,Zaragoza,-1.074941,41.747832,8.0,0.217576412869774,5.011154852729548
FONT-RUBÍ,9,8,85,Barcelona,1.644225,41.422027,12.4,0.5651674122180903,5.008761539914456
"COGUL, EL",9,25,76,Lleida,0.693147,41.457328,10.47953,0.4134542107366219,4.9802890106825375
"PILES, LES",9,43,105,Tarragona,1.349802,41.502055,13.112731000000004,0.6214717032536644,4.970701353558358
ARESO,15,31,31,Navarra,-1.955388,43.078818,10.807375000000002,0.4393532950960195,4.961469425519244
"BONILLO, EL",8,2,19,Albacete,-2.661106,38.923888,7.2,0.1543780493518983,4.9591759207400745
"TORRE DE L'ESPANYOL, LA",9,43,152,Tarragona,0.651826,41.203956,13.112731000000004,0.6214717032536644,4.937358458183268
"ARGENTERA, L'",9,43,17,Tarragona,0.903514,41.131187,13.112731000000004,0.6214717032536644,4.926302738045506
"POBLA DE MASSALUCA, LA",9,43,110,Tarragona,0.348072,41.193339,13.112731000000004,0.6214717032536644,4.905973451109239
"PONT D'ARMENTERA, EL",9,43,113,Tarragona,1.340332,41.406789,13.112731000000004,0.6214717032536644,4.904458452295256
"BISBAL DE FALSET, LA",9,43,27,Tarragona,0.721395,41.282496,13.112731000000004,0.6214717032536644,4.831807596394415
"PALMA DEL CONDADO, LA",1,21,54,Huelva,-6.560504,37.421738,14.3,0.7152635255730452,4.831114184342868
"HINOJOSA, LA",8,16,99,Cuenca,-2.424983,39.726603,6.2,0.0753800949545537,4.821520906682836
"RAMBLA, LA",1,14,57,Córdoba,-4.817129,37.66453,10.2,0.3913719125439321,4.819731016467138
"CARLOTA, LA",1,14,17,Córdoba,-4.932256,37.671143,10.2,0.3913719125439321,4.819731016467138
MORATA DE JILOCA,2,50,176,Zaragoza,-1.581966,41.247805,8.0,0.217576412869774,4.817814819188715
LETUR,8,2,42,Albacete,-2.130863,38.319511,7.2,0.1543780493518983,4.815536363710527
"PEDERNOSO, EL",8,16,153,Cuenca,-2.751718,39.479549,6.2,0.0753800949545537,4.792441022602755
"HIJA DE DIOS, LA",7,5,96,Ávila,-4.968216,40.517126,6.4,0.0911796858340227,4.7762782157271655
